#,mu_tipo,mu_intensita,b_tipo_1,b_intensita_1,b_tipo_2,b_Intensita_2,sigma_tipo,sigma_intensita,forzante_tipo,forzante_intensita,L1_bc,L1_bc_fun,L1_bc_intensita,L2_bc,L2_bc_fun,L2_bc_intensita,L3_bc,L3_bc_fun,L3_bc_intensita,L4_bc,L4_bc_fun,L4_bc_intensita,toll,nvbx,alpha,beta,L13_size,L24_size,n_horiz_begin,n_vert_begin,h_min
294,Costante,4.31E-03,Costante,1.00E+00,Costante,5.00E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,2,1000000,1,1,1,1,100,100,2.50E-04
295,Costante,4.31E-03,Costante,1.00E+00,Costante,5.00E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,3,1000000,1,1,1,1,100,100,2.50E-04
296,Costante,4.31E-03,Costante,4.00E-01,Costante,-2.00E-01,Costante,2.50E-01,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,2,1000000,1,1,1,1,100,100,2.50E-04
297,Costante,4.31E-03,Costante,4.00E-01,Costante,-2.00E-01,Costante,2.50E-01,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,4,1000000,1,1,1,1,100,100,2.50E-04
298,Costante,4.31E-03,Costante,4.00E-01,Costante,-2.00E-01,Costante,2.50E-01,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,6,1000000,1,1,1,1,100,100,2.50E-04
299,Costante,4.31E-03,Costante,4.00E-01,Costante,-2.00E-01,Costante,2.50E-01,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,8,1000000,1,1,1,1,100,100,2.50E-04
300,Costante,4.31E-03,Costante,4.00E-01,Costante,-2.00E-01,Costante,2.50E-01,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,10,1000000,1,1,1,1,100,100,2.50E-04
301,Costante,8.16E-01,Costante,2.00E+00,Costante,1.00E+00,Costante,8.16E-01,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,0.5,1000000,1,1,1,1,100,100,2.50E-04
302,Costante,8.16E-01,Costante,2.00E+00,Costante,1.00E+00,Costante,8.16E-01,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,1,1000000,1,1,1,1,100,100,2.50E-04
303,Costante,8.16E-01,Costante,2.00E+00,Costante,1.00E+00,Costante,8.16E-01,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,1.25,1000000,1,1,1,1,100,100,2.50E-04
304,Costante,8.16E-01,Costante,2.00E+00,Costante,1.00E+00,Costante,8.16E-01,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,1.5,1000000,1,1,1,1,100,100,2.50E-04
305,Costante,8.16E-01,Costante,2.00E+00,Costante,1.00E+00,Costante,8.16E-01,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,2,1000000,1,1,1,1,100,100,2.50E-04
306,Costante,8.16E-01,Costante,2.00E+00,Costante,1.00E+00,Costante,8.16E-01,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.2,1000000,1,1,1,1,100,100,2.50E-04
307,Costante,8.16E-01,Costante,2.00E+00,Costante,1.00E+00,Costante,8.16E-01,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,1000000,1,1,1,1,100,100,2.50E-04
308,Costante,8.16E-01,Costante,2.00E+00,Costante,1.00E+00,Costante,8.16E-01,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,1000000,1,1,1,1,100,100,2.50E-04
309,Costante,8.16E-01,Costante,2.00E+00,Costante,1.00E+00,Costante,8.16E-01,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.7,1000000,1,1,1,1,100,100,2.50E-04
310,Costante,8.16E-01,Costante,2.00E+00,Costante,1.00E+00,Costante,8.16E-01,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,1,1000000,1,1,1,1,100,100,2.50E-04
311,Costante,1.23E-03,Costante,4.00E+00,Costante,2.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,1000000,1,1,1,1,100,100,2.50E-04
312,Costante,1.23E-03,Costante,4.00E+00,Costante,2.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,3,1000000,1,1,1,1,100,100,2.50E-04
313,Costante,1.23E-03,Costante,4.00E+00,Costante,2.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,5,1000000,1,1,1,1,100,100,2.50E-04
314,Costante,1.23E-03,Costante,4.00E+00,Costante,2.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,7,1000000,1,1,1,1,100,100,2.50E-04
315,Costante,1.23E-03,Costante,4.00E+00,Costante,2.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,30,1000000,1,1,1,1,100,100,2.50E-04
